"website",
"https://paddleguru.com/races/ReturntothePier2025",
"https://paddleguru.com/races/PNWORCAWinterSeriesRace1WasabiBridgeToBridge2025",
"https://paddleguru.com/races/RedwoodWaterSportsRace5YearoftheSnake2025",
"https://paddleguru.com/races/HanohanoOceanChallenge2025",
"https://paddleguru.com/races/NACVaaCaliforniaSeriesIIIRace22025",
"https://paddleguru.com/races/USAORCAV6TrialsforIVFDistance2025",
"https://paddleguru.com/races/SuperChillPaddlenPlungeIIplusVirtualBlizzardSeries",
"https://paddleguru.com/races/NACHalRosoffClassic2025",
"https://paddleguru.com/races/RedwoodWaterSportsRace6MardisGras",
"https://paddleguru.com/races/LanakilaClassic2025",
"https://paddleguru.com/races/954WinterPaddleRaceSeriesII",
"https://paddleguru.com/races/NACVaaCaliforniaSeriesIIIRace32025",
"https://paddleguru.com/races/STARBOARDSAYULITASUPOPEN2025",
"https://racehubhq.com/races/2025MPHDOWNWIND1OceanVodka",
"https://paddleguru.com/races/954WinterPaddleRaceSeriesIII",
"https://paddleguru.com/races/RedwoodWaterSportsRace7StPatricks",
"https://paddleguru.com/races/101SurfSportsRaceSeriesPaddlefortheCure",
"https://paddleguru.com/races/TreasureCoastPaddleBattle2025",
"https://paddleguru.com/races/DANAOCEANCHALLENGE2025",
"https://paddleguru.com/races/PNWORCARace6KaiPDXVaa",
"https://paddleguru.com/races/StJohnsRiverChallenge",
"https://paddleguru.com/races/AdlerPaddler2025",
"https://paddleguru.com/races/WildBuffaloRacePresentedbyPuakeaDesigns2025",
"https://racehubhq.com/races/6thAnnualHavasuHeatRaceApril5thLakeHavasuCity",
"https://paddleguru.com/races/SkywayOutriggerChallenge2025",
"https://paddleguru.com/races/HuntingIslandPaddlefest2025",
"https://paddleguru.com/races/DamntheTorpedoes2025",
"https://paddleguru.com/races/PinchotPaddleRacersOptionsRaces",
"https://paddleguru.com/races/KumuohuChallenge2025",
"https://paddleguru.com/races/TheLifeguardLap",
"https://paddleguru.com/races/NarrowRiverRace2025",
"https://paddleguru.com/races/RedwoodWaterSportsRace8SpringCelebration",
"https://paddleguru.com/races/BlackBeltPaddlerChallenge2025",
"https://paddleguru.com/races/GigHarborPaddlersCup2025",
"https://paddleguru.com/races/BluetBrawlTexasPaddleRace2025",
"https://paddleguru.com/races/UrbanKaiPaddleInvasion2025",
"https://paddleguru.com/races/DRCanalRaceSpring2025",
"https://paddleguru.com/races/RivannaRiverRumble",
"https://paddleguru.com/races/PerformancePaddlingsAfterglowSeriesRace32025",
"https://paddleguru.com/races/4thAnnualNavarrePaddleClassic2025",
"https://paddleguru.com/races/KeyWestPaddleClassic2025",
"https://paddleguru.com/races/THELOOP2025REGISTRATIONISCLOSED",
"https://paddleguru.com/races/OccoquanReservoirRace",
"https://paddleguru.com/races/ThiefNeckIslandPaddleQuestDUO",
"https://paddleguru.com/races/SuncoastPaddleChallenge2025",
"https://paddleguru.com/races/2025ColumbiaYachtClubChicagoSkylineSUPRace",
"https://paddleguru.com/races/NACOPENWATERMemorialDayRace",
"https://paddleguru.com/races/NACElMorroClassic2025",
"https://paddleguru.com/races/ClemsonPaddleJam2025",
"https://paddleguru.com/races/OCQRiverPaddleChallenge2025",
"https://paddleguru.com/races/USASurfingSUPProneNationalChampionshipsTeamTrials2025",
"https://paddleguru.com/races/NCAMonumentalOutriggerCanoeRace2025",
"https://paddleguru.com/races/PaddleRoundtheIsland2025",
"https://paddleguru.com/races/PaddleMania2025",
"https://paddleguru.com/races/LakeLivingstonPaddleFest",
"https://paddleguru.com/races/RidetheBull2025",
"https://paddleguru.com/races/45NorthSolsticePaddleFestival2025",
"https://paddleguru.com/races/HudsonRiverCup2025",
"https://paddleguru.com/races/WatermanChallengePaddleboardRaceSwamistoWindansea2025",
"https://paddleguru.com/races/EastofMauiEYCChesapeakeStandUpChallenge2025",
"https://paddleguru.com/races/TAHOEPADDLEJAMTahoeWatermanPaddleRacing2025",
"https://paddleguru.com/races/MidwestPaddleFestival2025",
"https://paddleguru.com/races/USASUPNationalChampionships2025atBelleIsleClassic",
"https://paddleguru.com/races/PaddleLagunaBeach20253rdAnnual",
"https://paddleguru.com/races/Beach2Beach2025",
"https://paddleguru.com/races/TheJVCRodeo",
"https://paddleguru.com/races/FlyingFishSummerChallenge2025",
"https://paddleguru.com/races/SUPElCaminoReal2025",
"https://paddleguru.com/races/2025GreatLakesPaddleChallenge",
"https://paddleguru.com/races/TAHOEDOWNWINDChampionshipsTahoeWatermanPaddleRacing2025"
